text,label,notes
"A design proposal for MMOs: PK should only occur when there's economic conflict — and here's how to build that system

Most open-world PvP MMOs have a core problem: meaningless killing is allowed by design. In real-world conflicts, violence only occurs when there's something at stake. EVE Online gets close to solving this but still permits griefing with no structural penalty. My design framework: PK should only be viable when there's genuine economic conflict; if a player kills another with no resource-based motivation, the system treats it as griefing with an instant ban. For the new player problem, I propose a time-limited subscription giving AFK invincibility and emergency warp with operator review. For risk adjustment, an optional subscription provides item insurance. Scarcity emerges naturally from the PK risk structure rather than designed rarity. What are the obvious holes I'm missing?",design_theory,"Presents a full structural design framework as a general proposal for the MMO genre rather than the poster's own specific in-progress system, arguing why existing approaches (EVE, traditional MMOs) fail and proposing a new structural principle."
"Extraction shooters have a loot problem - what if you connected them to a persistent world?

The extraction genre has a loot problem, and I think the fix is connecting it to a persistent world. You start playing, you start extracting stuff, you accumulate gear, and then there's nowhere meaningful to put it, so it piles up until it breaks the risk/reward loop and developers always answer with a wipe. Here's the idea: what if the extraction shooter was connected to a persistent world-building side, where you have two modes sharing one economy: the extraction side with classic high-stakes raids, and a persistent world (solo or with friends) where the stuff you extract actually goes somewhere and compounds over time? The design challenge would be economy balance, making sure neither side trivializes the other. Does this already exist somewhere and I'm missing it, or is this a real gap?",design_theory,"Diagnoses a structural problem across an entire genre (extraction shooters) and proposes a general design fix independent of any specific project the poster is building, framed as a genre-level argument rather than the poster's own unfinished system."
"Gearomancer is currently in development for PC and is listed on Steam.



Hi everyone,



We’re working on Gearomancer, a PC bullet hell action roguelite currently in development and listed on Steam.



I wanted to ask a design question about enemy collision and hitbox readability.



In fast-paced bullet hell games, players already need to read projectiles, enemy movement, character position, UI, and environmental effects at the same time. Because of that, we’re trying to decide how clearly enemy collision should be communicated.



Should enemy hitboxes be very obvious to the player, subtly implied through the enemy model, or mostly understood through gameplay feedback after contact?



Also, would you make enemy collision more forgiving than the visual model, or should it match the creature shape more closely?



I’d love to hear how other developers/designers approach this.",mechanic_design,easy
"A small qualitative study on the gap between what players say about a live-service game and how often they still play it

I have just completed a personal UX research project on player retention in Helldivers 2, a live-service co-op shooter where the paid layer doesn't just sell cosmetics, it gates access to weapons, equipment, and abilities players use to play the game. The recommendations all ended up built around one line: gameplay items should be earned through play, cosmetic items should be the paid layer. My degree is in anthropology, so the qualitative side is familiar ground, but I have no formal UX or game design training; everything here is built on free courses and trial and error. The work underneath the principle is a thematic analysis of 1,143 Reddit comments, six semi-structured interviews, and three observations of high-skill gameplay via livestreams.",player_experience,"Presents a structured study of what players actually say and do, drawing a conclusion about the gap between stated preference and observed behavior, which is centrally about player experience/behavior rather than the mechanics of a specific system the poster is building."
"How we designed my favorite card in Hearthstone

When working on Rise of Shadows, we had an extra slot for a mage Epic and not much time left to experiment. I knew a lot of mage players loved playing a bunch of spells in one turn, but once they played a bunch of cards they had nothing left over, ending the game in a bang or leaving them defenseless. So I proposed Mana Cyclone, which gives players a bunch more spells as a reward for casting spells, restocking their hand. It worked. Mana Cyclone made a huge splash on release, and even if you lost the game, getting off a big Mana Cyclone felt like a win, creating a mini-quest during the game. The Mini-Quest Formula: a 100% clear objective completable in 1 interval, the objective gives the player an excuse to do something they wanted to do anyway, and optionally the objective has room to be completed exceptionally well.",design_theory,
"The balance between too few choices and too many is genuinely one of the harder problems in game design.

Too few and players feel railroaded. Too many and they either freeze up or start ignoring most of what you've built. I've been wrestling with this while working on a turn-based strategy game. Every time I add a new mechanic or option, I have to ask whether it actually expands the strategic space or just adds noise. A couple things I've been trying: asymmetric tradeoffs where nothing is strictly better but different options suit different playstyles, and staggering complexity so players aren't buried in decisions before they have enough context to make them meaningfully. Do you start from a core set of choices and build outward, or design wide and cut back? And how do you actually test whether a choice feels meaningful versus feeling like a chore or a coin flip?",design_theory,
"What makes NPC relations and interactions system good?

Hello everyone,

I am toying a bit with the idea of politically focused rpg set in ancient Rome. You know, rise to power type of thing, where you as a player start as a nobody and have to “battle” your way up top.

I am looking into making it more of a sandbox type of thing where player would have lots of ways to gather supporters, through good connections, reputation, blackmail,… so your typicall real world “mechanics” for climbing the political mountain. Ancient Rome is a good setting, at least I think so, since most of the politics way focused in one city and it had very well fleshed out political system.

So, obviously, such game would have to rely a lot on NPCs and your interactions with them.

So I wanted to know what you guys consider good mechanics that make for fun social interaction system with NPCs.",mechanic_design,easy
"Advice regarding incremental skill tree / shop design

I'm developing a bubble shooter themed incremental game. I've tried to do a lot of things differently from the classic node-buster loop, and add some action and allow skill to advance players faster, while staying loyal to the active incremental loop where players always progress and can't really lose. Another thing I didn't want to do is create a more linear skill tree, so I've created a shop that makes upgrades available pretty fast, gating only 2 or 3 upgrades. This has been a huge headache balancing-wise, and I'm sure once people play the demo they will break something. Considering the design of my game and shop, should I allow upgrade refunds in this type of game, or is that unfair to players who try to find the most optimal way to finish? If so, what is a practical way to do that?",mechanic_design,Easy. Specific unresolved system decision (refunds yes/no) tied to the poster's own in-progress shop/upgrade design.
"Do players generally prefer mechanics to ""pay"" for a powerful move rather than have a cooldown or limited # use?

The most common methods of limiting powerful actions tend to be cooldowns, limited number of uses, or a resource/energy cost. As I think about it, I find myself thinking paying a resource cost is almost always going to be more fun, since it empowers the player by giving them choices and allows for a system of collecting and managing resources. But I can't shake the idea that cooldowns and limited-use feel artificial, since they still encourage using your strongest moves over and over, but the rules just pop up a stop sign. The resource-based approach forces the player to reckon with their own action economy and requires thinking ahead, so it feels like it's almost always going to be more fun and engaging for a tactical scenario.",design_theory,
"How do you turn AI-driven text into an actual game system instead of a chatbot?

The issue is: if a player can type anything and the AI simply continues the story, the result may be entertaining for a few minutes, but it is not necessarily a game, because it often lacks structure, friction, rules, failure, pacing and meaningful state. My current thinking is that the AI should not be the core system; it should be constrained by game systems such as authored scenarios, persistent game state, risky actions with probability, NPC memory, and limits on what the AI can invent. The main concern is control: if the AI has too much freedom, it drifts and contradicts itself; if the system is too rigid, the AI adds little. So the design question is: where should the boundary be between authored structure, mechanical rules and AI-generated variation?",design_theory,"Argues a general claim about the design boundary needed between AI freedom and mechanical structure across this entire category of games, independent of one specific finished system; proposes a framework rather than presenting the poster's own unfinished build."
"Comparing how 6 TCGs handle win conditions (and one is clearly the worst)

Every TCG needs a way to win/lose, but how you win completely changes what the game feels like. I analyzed Magic, Pokemon, Vanguard, Digimon, Riftbound, and Marvel Snap to see which health systems work best. Magic's life totals are simple and proven but boring. Pokemon's prize cards are creative but flawed, since you lose 6 random cards at start and the winner gets rewarded, creating a snowball effect. Vanguard's damage zone turns damage into a mana system, which is actually pretty clever. Digimon's security stack creates attacking tension but feels swingy. Riftbound's points race works great for free-for-all. Marvel Snap's location control is simple but the entire game was built around it. My take: best systems make losing feel like you get something back.",design_theory,"Compares multiple shipped games' win-condition mechanisms with specific, named mechanics and traces why each works or doesn't, drawing a general conclusion ('best systems make losing feel like you get something back'); a real argued claim across multiple cited examples, not the poster's own unfinished system."
"What's the case on keeping reworking key game mechanics?

I have been playing it since release, bought numerous battle passes, etc, but I never seem to keep up even with new players. Why would a mechanic that was complex enough requiring mental overhead and inconvenient (requiring 5 or more clicks and a bunch of open windows) be changed? I felt like I already learnt the nuts and bolts of the whole tear system, upgrading it, spending, memorizing where to put all these pouches, just to be rug pulled by the new system. Some time ago my inventory's capacity got reset for no reason and I spent thousands of lucent to increase it just to get it wiped away with no reimbursement. At this point that's just poor game design. Draft a feature and stick to it to improve it, not throw it away. Draft a proper crafting or player economy model.",player_experience,"Centers on the poster's frustration with how mechanic reworks and resets are experienced as a player, rather than presenting a system to build or arguing a generalizable design theory; closer to a personal reaction to design decisions than a structured claim."
"How do you make melee fighters viable in a setting where everyone has guns?

In our last session, our unarmed combatant out-damaged our burst-fire combat rifle in the same engagement, running Stars Without Number. SWN solves the melee-in-a-gunfight problem with shock damage (melee attacks deal a small guaranteed amount of damage even on a miss) and an auto-hit once per scene for the Warrior class. The reason this matters in a sci-fi setting specifically is that choosing melee means being out of cover and right up in enemies' faces, so the shock damage compresses that risk enough that the build makes sense without obsoleting ranged. Lancer uses a minimum-damage tag on specific weapons, PF2e shifts stakes through the crit/fumble spectrum. What's the most interesting design solution you've come across for this specific tension?",design_theory,"Names a specific mechanism (shock damage, auto-hit) from a real shipped game and traces why it works to solve a genre-level design tension, then compares to other named systems (Lancer, PF2e), functioning as an argued claim rather than the poster's own unfinished system."
"Tag-Team Platform Fighter (Trying to figure out the ins and outs )

Me and some friends are working on an upcoming platform fighter called Monstrous, a 2D Hand-Drawn platform fighter starring monsters and cryptids. The main gimmick is the Tag Team mechanic seen primarily in traditional fighting games like Marvel vs Capcom and Skullgirls. We like the idea, it's just we don't know what else should be changed or kept the same to work in tandem with this gimmick. Should we make the movesets smaller to make room for the tag team mechanic? How big or small should your team be? How will existing mechanics in platform fighters clash with our new mechanic? We're still debating things like multiple super bars vs one big super, and whether the assist button should call your next character to perform a specific attack before dipping.",mechanic_design,
"What makes a base-defense threat feel fair when it bypasses walls instead of destroying them?

I’ve been thinking about base-defense systems where enemies don’t simply chew through walls. Instead, the danger comes from bypasses: tunneling, climbing, disabling power, forcing the player to leave safety, poisoning resource routes, etc.

On paper I like this more than the usual build → repair → rebuild loop, because it turns defense into active problem solving. But it can also feel unfair if the player reads it as “the game ignored my base.”

What signals make this kind of threat feel fair? Early warning sounds? Visible pathing? Specialist enemy silhouettes? Counter-buildings? Tutorial encounters?

And where is the line between “clever enemy that makes my base design matter” and “cheap enemy that invalidates my preparation”?",mechanic_design,easy
"Most 4X games punish you for losing. Almost none punish you for winning badly, and that's a shame

In real strategy, how you win changes what comes next. Burn a city to take it and you have the territory and a degraded supply chain. Break a treaty to gain ground and every other faction just updated their model of who you are. The genre almost never models this; you win the tile and the calculation ends. Crusader Kings gets close, reputation is a real resource that closes doors downstream. Into the Breach gets close, every action has a cost even in a perfect turn. What I keep noticing: the games where winning feels meaningful are the ones where a bad win is actually worse than a narrow loss. Most designers never build that in because it's harder to communicate and players complain about it until they understand it.",design_theory,
"Help me with implementing judicial system in my region managing game!

I started developing a hobby project where the player takes on the role of a new province governor in the Roman republic period. The idea is to be somewhere between a city builder and a Paradox grand strategy game, where everything is simulated while the player influences the region through policies rather than placing buildings directly. I was thinking about making the player handle judicial things as well, either through events where the player decides punishment, or being presented with the crime, accuser, accused, witnesses and evidence and deciding guilt and punishment, where the wronged party's social standing could create consequences like riots or unemployment depending on the verdict. What do you think about these ideas?",mechanic_design,
"any ideas on making a horror maze gameplay fun?

I am a new game designer and developer with an idea for a shooter game, but as a first project for a team of 3 it's too big, so we'll be making a prequel first set in the same universe, in a place called 'the deep maze' with a dangerous creature/person called the reaper. I'm not sure how maze-y the deep maze should be, since I'd want to force players to split up through the power of game design. The original gameplay idea is to have players play through the maze, putting markings on the ground or a map, then playing it again with more knowledge until they reach the end. The maze part seems complicated because mazes in games tend to feel frustrating, which I don't want, because I want players scared of the reaper, not of opening the game again.",mechanic_design,
"How to merge 2 games audiences into one without keeping them separate from each other?

Fortnite has separate games inside it (Rocket Racing, Lego Fortnite) with their own audiences that don't overlap, which makes merging genres into one game a critical problem: if you fail to satisfy both audiences at once you lose both, as seen with Onrush, Micro Machines World Series, and Super Animal Royale recently splitting off Super Animal World as a separate game. Forcing players into tasks that require switching games isn't good because being forced to play against your will isn't fun. Micro Machines Mobile tackled this by locking gamemode selection behind a currency paywall, leaving random mode as the only free option, but that feels too greedy. Any ideas on how to merge two audiences into one?",design_theory,"Somewhat difficult. Names multiple real, specific shipped-game examples (Fortnite's sub-games, Onrush, Micro Machines, Super Animal Royale's split) as evidence for a genre-level design problem and asks for a general solution, rather than presenting the poster's own unfinished system; the line between this and a resource-request is thin since no original answer is proposed, but the structured comparison across named games pushes it to design_theory."
"Should classes be balanced to similar win rates, or is intentional difficulty variation a feature?

I’m building a dungeon solitaire game with multiple playable classes, and the win rates across them are all over the place. Some sit in the high 80s, while the weakest is down at 34%.

My first instinct was to “fix” this: nerf the easy classes, buff the hard ones, and pull everything toward a tighter band. But the more I sit with it, the more I wonder if that’s the wrong goal.

What if the spread is the feature? A new player or someone who just wants a relaxing run picks an easy class, and someone chasing a real challenge picks the 34% one. The class roster basically becomes a built-in difficulty selector, just framed through theme and playstyle instead of an “Easy/Hard” menu.

Thoughts?",mechanic_design,somewhat difficult
"I'm having a hard time know what to do with this game

The game mechanic is pretty cool and playtests are going well, but I have an issue explaining the goal besides finishing every puzzle. The real goal is to gather resources to buy buildings in your village, requiring placing roads from your village to your resource tiles and clicking on the village to buy and place constructions, upgrade existing ones over time. The issue is I cannot find the right way to present the roads to players right now; most of them don't get the 'gather resources' part, which is pretty problematic. I also cannot find the right way to make them understand how the village works. The game is only a prototype for now, and I'm focusing on the main mechanics so there's not a lot of content at the moment.",mechanic_design,
"Why does espionage feel so hard to make satisfying in strategy games?

One issue I keep running into with espionage systems in games is the lack of meaningful feedback. With a normal military or economic system, you can usually estimate what you need, but with espionage, the whole point is that information is hidden, so how am I supposed to know how much to invest in defense or spy networks? If I get sabotaged, the intended reaction is paranoia, but without useful feedback, the decision often feels unsatisfying, becoming boring or automatic (splitting spies evenly because 'I guess I should'). Espionage needs secrecy to work thematically, but decision-making needs feedback to be interesting. Are there examples where espionage feels both secretive and strategically satisfying?",design_theory,
"I am stupid! I withheld Rewards (even more than that) in a Roguelike...

While I developed my Roguelike Deckbuilder game, I felt too many cards were filling the decks, and finally came up with the idea to have a 'Card Reward Probability' for fights. The point is, I have bad cards too, and therefore needed to lower the chance to remove cards. For a few months I was fine with it, but now I recognized, with some feedback, that it took almost all reward and success feeling out of the fights when you did not get a reward. I now removed the Reward Probability and now show Predicted Difficulty and the Rarity Level instead. Even a bad reward which you might later skip feels a lot better. So always think about what you are doing and also listen to the players!",dev_process,"Walks through a system the poster built, found didn't work via playtesting feedback, and changed; the content is the journey of iterating on a feature in response to real feedback, not a finished mechanic question or a generalizable theory."
"How would you design a Ludo redesigned as a Tactical Multiplayer RPG instead of just a classic board game?

I'm exploring what if Ludo had deeper strategy, player progression, and a more competitive multiplayer loop, keeping the familiar foundation of simple turns and dice movement but adding RPG-inspired mechanics, tactical decision-making, and character-based progression. Instead of only relying on dice luck, I'm experimenting with ways to make each move feel more meaningful, like unique abilities, collectible units, strategic choices during movement, or risk-reward decisions that change how players approach the board. Does a Ludo-inspired multiplayer RPG sound interesting, or does it risk moving too far away from what makes Ludo fun?",mechanic_design,
"How to design Artifacts for Roguelite Gamemode

My game takes place in multiple different worlds from different genres (Magic, Tech, School, Mystery) but I didn't worldbuild very deeply so there isn't much reference, and I struggle translating theme to gameplay and vice versa. My roguelite gamemode has 3 artifact types: Minor (stackable), Major (one of a kind), and Mental (debuff you while costing currency to dismantle). When there isn't a problem to solve, how do I come up with new artifact ideas? Is roughly 50 artifacts enough for a diverse run? Is there a problem with artifacts that are a 'must-get' each run? Is it a requirement for artifacts to synergize with each other? How do I design artifacts in a way that changes how you play?",mechanic_design,
"What kinds of game mechanisms do people want in Elder Scrolls 6?

Given the delays in production and advancement of console generations and AI/LLM technology, what systems could Bethesda implement into Elder Scrolls to make it stand out? I'd love to see a modernization of Oblivion's Radiant system supercharged with AI, daily cycles based on needs instead of routines, the game dynamically recognizing the player character based on their achievements, competing guilds again, natural disasters occurring in-world, a more robust magic system, vehicle combat, pirating with ships, and the ability to change the landscape of the game based on how the player plays (building up a town through good deeds, or draining it through theft and violence).",player_experience,"A wishlist of desired features framed around how the player wants to feel recognized and have the world react to them, rather than a specific system being built or a generalizable design claim; closer to player-perspective wants than a mechanic or theory post."
"Creating an adventure themed card/ttrpg-like game

I've been working on a cooperative tabletop game focused on exploration, decision-making, and risk management. Players move through randomly generated environments, revealing events, locations, and encounters that shape the experience as they go. The goal is to create a system where choices matter, when to push forward, when to rest, and whether to engage with uncertain situations. Time is always advancing, so every action has a cost. I'm aiming for something dynamic and replayable, with emergent moments rather than scripted outcomes. Still refining the design, but I'd be interested in thoughts on systems that encourage meaningful player decisions without adding too much complexity.",mechanic_design,Easy.
"Realistically, aren't loops a bit of...bullshit?

I've had difficulties working on my GDDs, especially on gameplay loops, because everything I wanted to write down felt incredibly obvious. One described loop says: what the player is trying to achieve, what's keeping the player from achieving this goal, and how the player is rewarded. That can describe any game; in Super Mario Bros you're trying to reach the end of the level, the platforms are keeping you, and you're rewarded with a new level, but that's definitely not where the fun from Mario comes from, it comes from game feel, pacing, and music. I think for gameplay loops to achieve actual relevance, they need to be less represented and make room for other designing processes.",design_theory,
"How evil would it be to make lore notes burnable?

So I got this whole dynamic fire system in my game, but it's a challenge to design obstacles that my players can't just burn their way through.

Fire destroys shields, some consumables, and non-platemail/chainmail clothing. But then, I made the lore notes, and I was like... These are made of paper. Paper burns, you know?

I'll have a checkbox to turn burnable notes on and off. But, it would be pretty funny if I left it on by default, right?

Maybe if I just had some text pop up at the lower middle section of the screen saying something like ""Note destroyed, lost forever"". That way players wouldn't just miss all the notes that got burnt on accident. They'd know they messed up.",mechanic_design,easy
"How to make Extraction Looter Shooters work with procedural generated maps?

Extraction Looter Shooters are games where players compete to scavenge an area for loot and extract before someone kills them and takes their gear. I have yet to find a game where the map itself is procedurally generated to make a new battle arena every day, week, or season. The benefit of keeping the map consistent is that players can easily familiarize an area with the loot they need, you don't have to make all the assets required for a procedural map to feel different, and a truly random map can break the flow of gameplay and the number of 'lanes' used to guide players into conflict areas. But I'd love to see how people would make this idea work.",design_theory,"Diagnoses why an entire subgenre design pattern (consistent maps) is common and proposes exploring the inverse, framed as a genre-level design question rather than a specific system of the poster's own in progress."
"Looking for suggestions/inspiration for setting the stage of a Boss ""Atmosphere"". Including but not limited: Intros, deaths, phase changes (2d preferred)

Looking to add some 'oomph' to my 2D action sidescroller boss presentations to make them feel more memorable. I've got a handle on typical juice features like screenshake, colour flash, and screen turning red on death. But I'd love to hear suggestions that stayed with you for my own inspiration. Examples for me are Hollow Knight/Silk Song and the Mega Man games. A specific example: Nightmare King Grimm in HK's DLC is only the second boss to get a title card, even bows to the Knight beforehand, and the arena is designed to feel like a dance with a banging soundtrack.",mechanic_design,
"How much Research is enough

Hello, I’m currently designing a psychological horror ARPG. The premise is that you play as a young knight whose goal is to protect everyone, but his own overprotective nature slowly leads him to destroy the very things he wanted to save. The game aims to create horror through isolation, paranoia, and reality breaking experiences.

Right now, I’m working on writing the characters’ psychological behaviors, so I’ve been studying topics like moral injury, apophenia, psychosis, and similar concepts.

My question is: how much is enough? How detailed do characters really need to be, and how deeply do you usually study psychology or related subjects when writing characters for your own projects?",dev_process,easy
"Implementing new areas during early access (and post launch expansions)

I'm curious about the best way to implement new areas in games with open and interconnected world design. Subnautica and The Long Dark were initially released with a limited number of biomes and expanded their map toward their 1.0 state. For interconnected worlds, how are future entrances prepared before their implementation? What if it wasn't initially prepared in the first version of the area? What about open worlds, where entire borders are the entrance to new regions that weren't there before? What are satisfying in-game justifications for new areas and entrances to suddenly exist, and how can this late addition be communicated to players?",dev_process,"Asks about the production-side problem of how to plan and communicate map expansions across early access and post-launch updates, which is about the development/release process rather than a specific in-progress mechanic or a general design claim."
"Designing boss fight for casual auto-shooter with a fixed player position

I'm working on a 2D game where the main gameplay loop is based on hitting targets by rotating the character in 360, with the player locked in position in the centre of the screen and bullets fired automatically. Each round allows the player to upgrade abilities and unlock 3 bigger skills (AoE bomb, laser, freeze). After all 3 are unlocked, we're planning to introduce a boss fight, and that's where my biggest problem starts. I'm struggling with making the fight not too boring but also fitting the casual player base, combined with no player mobility being especially challenging. Nothing is 100% set in stone except the locked player position.",mechanic_design,
"How much of horror comes from level design, and how much comes from lighting?

While designing a psychological horror game, I've been thinking about something that came up repeatedly during testing. When players described areas that felt unsettling, they often mentioned the lighting first, but when we looked closer, many of those spaces were already uncomfortable because of the layout itself: long sightlines, narrow corridors, dead ends, and uncertainty about what might be around the next corner seemed to create tension even before lighting was considered. If you took a well-designed horror environment and lit it completely neutrally, would it still feel unsettling, or is lighting doing most of the heavy lifting?",design_theory,"Names a specific observed pattern from testing (layout creates tension independent of lighting) and uses it to argue a general claim about what produces horror atmosphere, rather than asking for help finishing a specific level."
"Which games have done wordless storytelling well?

By wordless I mean no dialogue or text in the game, relying on art/sound being fine but the best design conveying story through mechanics. Looking at Ico, Journey, Inside, Brothers a Tale of Two Sons, Gris, and Rime, common points I find are: mechanical metaphors (in Brothers, twin brothers controlled by different gamepad sticks shows they're two halves of a whole; in Journey, weak movement becomes greater with someone guiding you), ending twists that recontextualize the journey, and abstract symbols that raise constant questions the player latches onto. What other games have done wordless storytelling well, and can you find other common points between them?",design_theory,"Names specific mechanical metaphors across multiple shipped games (Brothers' twin-stick control, Journey's jump mechanic) and draws a general conclusion about what makes wordless storytelling work, functioning as a real argued claim rather than just gathering examples."
"What are the pros and cons of unlocking crafting recipes by discovery?
Discussion
I'm making an open-world survival game where all biomes are accessible from the start, but I don't want crafting to be level-based like Ark or other survival games. I want a ""discovery-based"" crafting system, similar to Valheim: find the resource, unlock the recipe. But since Valheim's progression feels too linear for my taste, I want to mix the freedom of accessing biomes (like in Ark) with that discovery-based crafting system.

Does this make sense? What are the potential downsides or balancing issues of removing level requirements entirely? Player level will only be related to skill points and unlocking player abilities.",mechanic_design,easy
"Me and some friends are making a Social Deduction game, similar to BoTC or ToS. The role list is a hodgepodge of original ideas, classic S-D roles and references. The game definitely needs balancing but I'm not sure exactly what parts work, what needs improving and what needs cutting.

For context, one of said friends has also coded a Python interface to help with the management of the games, so that removes some of the heaviest burdens from the GM. But overall, what are people's thoughts? Overall, the people we play with sometimes struggle to keep up with additions and changes that we make, so on top of fixing it balance-wise, if there's any sensible streamlining that can be done then I'm all ears!",mechanic_design,
"How would you make a world react dynamically/difficulty increase based on the player base's exploration/knowledge?

How would you make exploration a required game mechanic that affects everyone's gameplay/experience? What if fog of war reappeared in areas that have not been charted in a while, and danger increases in these shadowed areas, or energy/labour cost is increased in these fogged areas? Concepts that inspired this: Warcraft's superstition about Kobolds and The Darkness, Made In Abyss's curse that punishes ascending the deeper you go, DanMachi's dungeon that changes state on a whim requiring constant flow of information, and Wildstar's Paths system that gamified filling out the game's lore.",mechanic_design,
"I am trying to build a war game/risk analyst sim. Would ppl be able to tell me what sucks/is good?

I'm really interested in the risk analysis aspect because of the work I do. I set out at first to make analysis models, used them to back-test data from real conflicts, and then thought about gamifying it. I'm working on building something I can use for predictions and analyses, but also turn into a decision-based strategy game. I have several gauges measuring tension, and several types of actions and sectors those actions can occur in with different actors. I wanted to make it so when an action is selected there are animations imitating those actions, but haven't figured out how to do that yet.",mechanic_design,Easy.
"Turn based mechanics transposed to a conversational system

I'm working on a Life simulation game and trying to step away from the classic Sims pie menu, considering social interactions as a confrontation like Flyting in AC Valhalla. The thing is, all I can find when looking for such mechanics is related to turn-based combat games, even though it can be seen as a combat-like system. I can't find anything related to the mechanic itself as a system broken down outside that context. Do you have any recommendations on where I could find such info? I also found a comment about a game called Signs of the Sojourner whose deck system looks a lot like what I'm trying to build for social interactions.",mechanic_design,
"Games with great first person unarmed/fist vs fist combat?

I'm looking for inspiration regarding an original superhero action/RPG combat system. I want to incorporate basic unarmed combat along with some abilities, but not to the extent of games like World of Warcraft and other ability+cooldown based combat. Skyrim's unarmed combat feels realistic with vibration feedback on each hit; Oblivion lets you hold block instead but punches don't have the same weight; Apex's punch feels impactful similarly to Skyrim; Marvel Rivals playing as The Thing has punches that feel similar to Skyrim through sound and hit markers. I'd appreciate any advice and input on what makes unarmed combat feel good.",design_theory,"Compares multiple shipped games' unarmed-combat feel and what makes them work, but is framed as gathering inspiration/examples for the poster's own project rather than a defended general claim; closer to a request than a fully-argued theory post, though there's no specific system of the poster's own yet to call it mechanic_design. Classified as design_theory since it's evaluating what makes a design pattern (unarmed combat feel) work across multiple named games."
"Single precise heater vs. a chain of constant heaters?

I'm working on my automation game, STEEL GULLET. The game features a thermodynamics system, but I've run into a design dilemma regarding how heating should feel to the player in terms of convenience and engagement. Initially, the player placed a furnace and manually set the exact temperature, but typing in numbers is the worst UX and the furnace feels overpowered. My alternative is a chain of different heaters with fixed values to reach a target temperature, eliminating manual typing and making the mechanic more balanced, but I'm worried building a chain of 5 heaters might get annoying and overwhelm the player in the build menu.",mechanic_design,
"How do you balance long-term base attachment with the need for replayability?

I'm working on a base-building game with some RTS-style combat, and I've hit a bit of a design wall. I've built a faction system to encourage replayability, but I'm struggling to balance it with my other goal of wanting players to get attached to their city, optimize the economy, and watch their settlers go about their day. It feels like those two goals contradict each other. I'm trying to figure out if there's a way to keep that 'home' feeling while still giving players a reason to start a new game. Do you view starting over as a 'loss' of progress, or do you actually enjoy the reset?",mechanic_design,
"More Cozy Questions - ""Build / Share"" your own quests feature

One of the ideas I had to add value to my game post main campaign is to add a built-in GUI quest creator where you can assign starting points/conditions, set up objectives and completion/fail conditions. The end result would be saved as a local file that could be shared with others. I'd actually be doing the construction for myself, so I can add more quests easily via the game itself instead of putting everything in code. So here's my question: if a game you liked had this feature, would this be something you'd use to build/share/play quests designed by others in order to keep playing the game?",mechanic_design,
"Making a cooking mini game

I'm working on a project involving working at a restaurant/cooking food for house guests but am struggling with how I want the cooking to work. Idea 1: timer-based, doing things in the right order according to a recipe under a time limit, but I would hate playing this minigame myself. Idea 2: button prompts, where every action has a code, and at work the prompts disappear, requiring memorization, but I feel like it could result in button mashing. Another issue is what the fail state/retry should look like: do players restart infinitely until they get it right, or only have one try with points earned based on how good they did?",mechanic_design,
"What's your approach to balancing a game economy?

I'm working on a game where players build industries that consume resources and produce other resources, with buildings having upgrades/modifiers that affect production. I'm struggling with how to decide how much a building should cost, how much profit it should generate, how powerful upgrades should be, and how to stop one strategy from becoming the obvious best choice. At the moment I'm mostly guessing numbers and tweaking them as I go. How do you usually approach balancing an economy in games like factory builders, tycoons, or management sims? Spreadsheets, formulas, simulations, or just playtesting?",mechanic_design,
"Digital graveyard

Imagine a massive multiplayer game or RPG where a quest sends you back in time to the 'old servers' from like 10 years ago, but instead of the town being empty, all the original players are still there. Since real time travel isn't a thing, developers would use AI to scan the literal history of chat logs and voice data from real players to create a 'ghost clone' of that player's personality, slang, and playstyle. You could walk up to an avatar of your friend from a decade ago, bring up an old inside joke, and the AI would actually reply like they used to. Has any game tried doing something like this yet? What do you guys think?",mechanic_design,
"Struggling with designing Balanced bossfights.

I'm making an FPS game and working on the final boss, struggling with designing it: a Gojo-type hand/leg combat robot that can deny gravity and hover, uses magic and martial arts. I've learned about the triangle design principle of Strength, HP and Dexterity, but the problem is if I make the boss fast with lots of HP, I have to reduce damage and it ends up weak; if strong with lots of HP but slow, it doesn't hit; if strong and fast with low HP, it's OP and defeats the player fast. I wish there was a 4th element to this because I can't find the sweet spot balancing these 3 elements with a character.",mechanic_design,
"How to measure and balance user experience / gameplay?

I'm trying to make an idle/puzzle game and quickly get drawn into spreadsheets and data, and all balance changes become a tedious job. I started asking myself what kind of experience I want to provide and what is the interesting part of gameplay, and should I define it on a high level first and then measure it down to balance? Or does any meta rule become obsolete/boring and is creative chaos actually good for gameplay? As an example, my game has a loop: ingredient -> potion -> effect -> access to another ingredient. How do you evaluate/measure/balance around progression in your games?",mechanic_design,
"Should AI be the narrator, not the game master?

The more I think about AI-powered text adventures, the more I feel that AI shouldn't be responsible for running the game. The game systems should handle state, rules, progression, resources, risk, and consequences, while the AI's role would be to interpret player intent and present outcomes. For those working in narrative design, RPGs, interactive fiction, or AI-driven games, where would you draw the boundary between authored systems and AI-generated content? What absolutely must remain mechanical for the experience to feel like a game rather than an endlessly accommodating chatbot?",design_theory,
